state,year,cigsale,lnincome,beer,age15to24,retprice
Alabama,1970.0,89.80000305175781,,,0.17886178195476532,39.599998474121094
Wyoming,1970.0,132.1999969482422,,,0.17469879984855652,34.099998474121094
Illinois,1971.0,125.5999984741211,,,0.1689976006746292,41.400001525878906
New Hampshire,1971.0,278.0,,,0.17233389616012573,34.099998474121094
South Dakota,1971.0,96.69999694824219,,,0.18049243092536926,38.5
Kentucky,1971.0,163.5,,,0.18229958415031433,30.100000381469727
Wyoming,1971.0,131.6999969482422,,,0.1772289276123047,34.400001525878906
Montana,1971.0,115.5999984741211,,,0.17714589834213257,34.70000076293945
Mississippi,1971.0,105.4000015258789,,,0.18437305092811584,37.5
Kansas,1971.0,102.80000305175781,,,0.1815500408411026,38.900001525878906
Delaware,1971.0,161.10000610351562,,,0.17588721215724945,41.29999923706055
Utah,1971.0,67.69999694824219,,,0.20206134021282196,36.599998474121094
Oklahoma,1971.0,115.4000015258789,,,0.176524817943573,39.79999923706055
Maine,1971.0,133.1999969482422,,,0.17033489048480988,38.79999923706055
Georgia,1971.0,115.69999694824219,,,0.18786625564098358,35.79999923706055
Virginia,1971.0,128.39999389648438,,,0.18987351655960083,30.200000762939453
Missouri,1971.0,127.5999984741211,,,0.16925956308841705,36.79999923706055
Alabama,1971.0,95.4000015258789,,,0.17992784082889557,42.70000076293945
North Dakota,1971.0,98.5,,,0.18638695776462555,38.900001525878906
North Carolina,1971.0,187.60000610351562,,,0.19367671012878418,29.399999618530273
Idaho,1971.0,108.5,,,0.17609244585037231,33.599998474121094
New Mexico,1971.0,92.5999984741211,,,0.18609540164470673,41.70000076293945
Pennsylvania,1971.0,106.30000305175781,,,0.1650845855474472,44.70000076293945
Arkansas,1971.0,104.0999984741211,,,0.169953852891922,38.79999923706055
Tennessee,1971.0,106.30000305175781,,,0.17881926894187927,41.599998474121094
Nebraska,1971.0,108.5999984741211,,,0.1752171367406845,34.70000076293945
Texas,1971.0,108.9000015258789,,,0.18430855870246887,42.0
Ohio,1971.0,124.5999984741211,,,0.17453987896442413,38.099998474121094
Wisconsin,1971.0,105.4000015258789,,,0.17634406685829163,40.20000076293945
Iowa,1971.0,108.4000015258789,,,0.17083899676799774,38.5
West Virginia,1971.0,111.5,,,0.1731274425983429,41.599998474121094
California,1971.0,121.0,,,0.1792963594198227,39.70000076293945
Colorado,1971.0,125.5,,,0.19164758920669556,31.100000381469727
South Carolina,1971.0,115.0,,,0.20048928260803223,34.29999923706055
Nevada,1971.0,190.5,,,0.163773775100708,44.0
Indiana,1971.0,139.3000030517578,,,0.177971750497818,32.20000076293945
Minnesota,1971.0,116.4000015258789,,,0.17673158645629883,40.099998474121094
Louisiana,1971.0,119.80000305175781,,,0.18678078055381775,39.29999923706055
Rhode Island,1971.0,123.19999694824219,,,0.18384949862957,40.20000076293945
Vermont,1971.0,124.4000015258789,,,0.18136721849441528,39.5
Connecticut,1971.0,117.5999984741211,,,0.16465389728546143,45.5
Georgia,1972.0,117.0,9.638890266418457,,0.18828698992729187,40.900001525878906
Utah,1972.0,71.30000305175781,9.60112190246582,,0.2020452469587326,37.20000076293945
Kentucky,1972.0,179.39999389648438,9.54748249053955,,0.183289036154747,30.600000381469727
South Dakota,1972.0,103.0,9.63084888458252,,0.1823061853647232,39.099998474121094
Maine,1972.0,136.5,9.597140312194824,,0.17165571451187134,41.5
Ohio,1972.0,124.4000015258789,9.779579162597656,,0.17586027085781097,38.400001525878906
Tennessee,1972.0,111.5,9.569716453552246,,0.1795947104692459,41.599998474121094
Nebraska,1972.0,104.9000015258789,9.746475219726562,,0.17669691145420074,41.099998474121094
Rhode Island,1972.0,134.39999389648438,9.770211219787598,,0.18454109132289886,41.599998474121094
Texas,1972.0,108.5999984741211,9.675209045410156,,0.18547576665878296,46.900001525878906
New Hampshire,1972.0,296.20001220703125,9.73637580871582,,0.17393606901168823,36.099998474121094
Oklahoma,1972.0,121.69999694824219,9.62502670288086,,0.177590474486351,39.79999923706055
Pennsylvania,1972.0,109.0,9.784274101257324,,0.16679316759109497,44.70000076293945
Idaho,1972.0,126.0999984741211,9.651839256286621,,0.1740642935037613,33.70000076293945
Iowa,1972.0,109.4000015258789,9.730264663696289,,0.17282845079898834,41.900001525878906
Montana,1972.0,122.19999694824219,9.69464111328125,,0.17849931120872498,40.099998474121094
Colorado,1972.0,134.3000030517578,9.805547714233398,,0.19234496355056763,31.200000762939453
Vermont,1972.0,138.0,9.67306900024414,,0.1829591691493988,40.0
California,1972.0,123.5,9.930813789367676,,0.18043439090251923,39.900001525878906
South Carolina,1972.0,118.69999694824219,9.509308815002441,,0.2006698101758957,34.099998474121094
Nevada,1972.0,198.60000610351562,9.944232940673828,,0.1659933477640152,40.599998474121094
Kansas,1972.0,111.0,9.768117904663086,,0.18257540464401245,38.79999923706055
Arkansas,1972.0,103.9000015258789,9.464513778686523,,0.17090095579624176,44.099998474121094
North Carolina,1972.0,214.10000610351562,9.590858459472656,,0.1938050389289856,28.700000762939453
Louisiana,1972.0,125.30000305175781,9.517364501953125,,0.18837638199329376,40.0
Virginia,1972.0,137.0,9.736405372619629,,0.19032540917396545,29.899999618530273
West Virginia,1972.0,117.5,9.542987823486328,,0.17366313934326172,41.29999923706055
Minnesota,1972.0,96.80000305175781,9.765188217163086,,0.1787390559911728,45.20000076293945
Mississippi,1972.0,112.0999984741211,9.397449493408203,,0.18561574816703796,37.400001525878906
Missouri,1972.0,130.0,9.733353614807129,,0.17092612385749817,37.70000076293945
Wyoming,1972.0,140.0,9.76671028137207,,0.17975904047489166,34.400001525878906
North Dakota,1972.0,103.80000305175781,9.697235107421875,,0.18830788135528564,38.900001525878906
Connecticut,1972.0,110.80000305175781,9.9811372756958,,0.16637904942035675,51.29999923706055
Indiana,1972.0,149.1999969482422,9.73187255859375,,0.1794276386499405,32.5
Delaware,1972.0,156.3000030517578,9.909930229187012,,0.17841677367687225,44.70000076293945
Illinois,1972.0,126.5999984741211,9.908161163330078,,0.1710285097360611,41.900001525878906
Alabama,1972.0,101.0999984741211,9.498476028442383,,0.18099389970302582,42.29999923706055
New Mexico,1972.0,99.30000305175781,9.55778980255127,,0.1873333752155304,41.099998474121094
Wisconsin,1972.0,108.80000305175781,9.749258995056152,,0.1784011274576187,40.29999923706055
Montana,1973.0,119.9000015258789,9.775742530822754,,0.17985272407531738,40.900001525878906
Louisiana,1973.0,126.69999694824219,9.56411075592041,,0.18997199833393097,39.900001525878906
Kansas,1973.0,115.19999694824219,9.838229179382324,,0.1836007833480835,39.29999923706055
Virginia,1973.0,143.10000610351562,9.781524658203125,,0.19077728688716888,30.100000381469727
Connecticut,1973.0,109.30000305175781,10.012989044189453,,0.16810418665409088,50.599998474121094
North Dakota,1973.0,108.69999694824219,9.984169006347656,,0.19022881984710693,39.400001525878906
Mississippi,1973.0,115.0,9.457062721252441,,0.18685844540596008,37.29999923706055
Wisconsin,1973.0,109.5,9.797751426696777,,0.1804581880569458,42.599998474121094
Missouri,1973.0,132.10000610351562,9.780752182006836,,0.17259269952774048,37.70000076293945
Tennessee,1973.0,109.69999694824219,9.630974769592285,,0.18037015199661255,40.79999923706055
New Mexico,1973.0,98.9000015258789,9.592716217041016,,0.18857134878635406,41.79999923706055
North Carolina,1973.0,226.5,9.644994735717773,,0.193933367729187,28.899999618530273
Wyoming,1973.0,141.1999969482422,9.843484878540039,,0.18228915333747864,34.400001525878906
Georgia,1973.0,119.80000305175781,9.68486499786377,,0.18870773911476135,42.400001525878906
Idaho,1973.0,121.80000305175781,9.721051216125488,,0.17203612625598907,36.29999923706055
West Virginia,1973.0,116.5999984741211,9.569655418395996,,0.17419883608818054,39.900001525878906
Nebraska,1973.0,106.5999984741211,9.835298538208008,,0.1781766712665558,41.20000076293945
Texas,1973.0,110.4000015258789,9.725443840026855,,0.18664297461509705,46.400001525878906
Pennsylvania,1973.0,110.69999694824219,9.821087837219238,,0.16850176453590393,44.900001525878906
Vermont,1973.0,146.8000030517578,9.699158668518066,,0.18455111980438232,39.79999923706055
New Hampshire,1973.0,279.0,9.774945259094238,,0.17553825676441193,36.900001525878906
Illinois,1973.0,124.4000015258789,9.961596488952637,,0.1730594038963318,41.0
South Dakota,1973.0,103.5,9.808780670166016,,0.18411993980407715,39.599998474121094
Iowa,1973.0,110.5999984741211,9.85837173461914,,0.17481788992881775,41.900001525878906
Ohio,1973.0,120.5,9.826631546020508,,0.17718066275119781,42.0
Indiana,1973.0,156.0,9.806882858276367,,0.180883526802063,32.900001525878906
Minnesota,1973.0,106.80000305175781,9.862045288085938,,0.18074652552604675,45.599998474121094
Utah,1973.0,72.69999694824219,9.626667022705078,,0.20202915370464325,36.5
Oklahoma,1973.0,124.0999984741211,9.682418823242188,,0.17865611612796783,40.400001525878906
Rhode Island,1973.0,142.0,9.78520393371582,,0.18523269891738892,40.599998474121094
Maine,1973.0,138.0,9.647285461425781,,0.1729765236377716,41.0
South Carolina,1973.0,125.5,9.563993453979492,,0.20085033774375916,33.5
Delaware,1973.0,154.6999969482422,9.948177337646484,,0.18094632029533386,44.0
California,1973.0,124.4000015258789,9.955092430114746,,0.18157240748405457,39.900001525878906
Colorado,1973.0,137.89999389648438,9.848413467407227,,0.1930423229932785,32.70000076293945
Arkansas,1973.0,108.0,9.556830406188965,,0.17184804379940033,45.099998474121094
Nevada,1973.0,201.5,9.980631828308105,,0.16821293532848358,40.29999923706055
Alabama,1973.0,102.9000015258789,9.5501070022583,,0.18205994367599487,42.099998474121094
Kentucky,1973.0,201.89999389648438,9.598114967346191,,0.1842784881591797,30.600000381469727
Rhode Island,1974.0,146.10000610351562,9.765945434570312,,0.18592430651187897,41.29999923706055
Idaho,1974.0,125.5999984741211,9.746262550354004,,0.17000795900821686,38.0
Minnesota,1974.0,110.5999984741211,9.82834243774414,,0.18275399506092072,47.0
Kansas,1974.0,118.5999984741211,9.810896873474121,,0.18462614715099335,40.20000076293945
Nevada,1974.0,204.6999969482422,9.92862319946289,,0.17043250799179077,41.900001525878906
South Dakota,1974.0,108.4000015258789,9.697823524475098,,0.1859336942434311,40.400001525878906
Oklahoma,1974.0,130.5,9.675103187561035,,0.17972177267074585,41.0
Pennsylvania,1974.0,114.19999694824219,9.814226150512695,,0.1702103465795517,46.599998474121094
California,1974.0,126.69999694824219,9.947999000549316,,0.1827104389667511,41.900001525878906
Tennessee,1974.0,114.80000305175781,9.609496116638184,,0.18114560842514038,42.5
Maine,1974.0,142.10000610351562,9.636234283447266,,0.17429733276367188,41.79999923706055
Illinois,1974.0,131.89999389648438,9.946314811706543,,0.17509031295776367,41.900001525878906
West Virginia,1974.0,119.9000015258789,9.565595626831055,,0.17473453283309937,42.0
Delaware,1974.0,151.3000030517578,9.918257713317871,,0.18347588181495667,44.20000076293945
Kentucky,1974.0,212.39999389648438,9.60052490234375,,0.18526792526245117,31.5
Indiana,1974.0,159.60000610351562,9.763184547424316,,0.1823394000530243,34.5
Texas,1974.0,114.69999694824219,9.722986221313477,,0.18781018257141113,47.5
Arkansas,1974.0,109.69999694824219,9.542285919189453,,0.1727951318025589,45.5
New Hampshire,1974.0,269.79998779296875,9.747307777404785,,0.17714042961597443,37.900001525878906
New Mexico,1974.0,100.30000305175781,9.584766387939453,,0.18980932235717773,43.70000076293945
Wyoming,1974.0,145.8000030517578,9.85929012298584,,0.1848192811012268,35.79999923706055
Missouri,1974.0,135.39999389648438,9.739014625549316,,0.1742592751979828,38.0
Ohio,1974.0,122.0999984741211,9.811853408813477,,0.17850105464458466,42.900001525878906
Nebraska,1974.0,110.5,9.766386985778809,,0.17965644598007202,42.0
South Carolina,1974.0,129.6999969482422,9.558746337890625,,0.20103086531162262,35.20000076293945
Louisiana,1974.0,129.89999389648438,9.579819679260254,,0.19156759977340698,41.599998474121094
Georgia,1974.0,123.69999694824219,9.659980773925781,,0.18912847340106964,42.400001525878906
North Carolina,1974.0,227.3000030517578,9.621204376220703,,0.19406169652938843,30.100000381469727
Mississippi,1974.0,117.0999984741211,9.436392784118652,,0.1881011426448822,41.400001525878906
Utah,1974.0,75.5999984741211,9.61216926574707,,0.2020130604505539,37.79999923706055
Virginia,1974.0,149.60000610351562,9.772517204284668,,0.1912291795015335,31.299999237060547
North Dakota,1974.0,110.5,9.864307403564453,,0.19214974343776703,39.900001525878906
Connecticut,1974.0,112.4000015258789,9.988534927368164,,0.169829323887825,52.5
Vermont,1974.0,151.8000030517578,9.661791801452637,,0.18614305555820465,41.29999923706055
Colorado,1974.0,132.8000030517578,9.84045124053955,,0.19373968243598938,38.099998474121094
Iowa,1974.0,116.0999984741211,9.788276672363281,,0.17680732905864716,43.20000076293945
Alabama,1974.0,108.19999694824219,9.537162780761719,,0.18312600255012512,43.099998474121094
Montana,1974.0,121.9000015258789,9.74003791809082,,0.1812061220407486,41.79999923706055
Wisconsin,1974.0,111.80000305175781,9.7823486328125,,0.1825152486562729,43.900001525878906
Utah,1975.0,75.80000305175781,9.601020812988281,,0.20199696719646454,40.5
Colorado,1975.0,131.0,9.828460693359375,,0.19443705677986145,41.70000076293945
Kentucky,1975.0,223.0,9.579323768615723,,0.18625736236572266,33.29999923706055
Vermont,1975.0,155.5,9.637124061584473,,0.18773499131202698,41.79999923706055
Connecticut,1975.0,110.19999694824219,9.960748672485352,,0.17155447602272034,54.5
Alabama,1975.0,111.69999694824219,9.540031433105469,,0.18419206142425537,46.599998474121094
South Carolina,1975.0,130.5,9.527853965759277,,0.20121139287948608,38.099998474121094
West Virginia,1975.0,123.19999694824219,9.585304260253906,,0.1752702295780182,45.20000076293945
New Hampshire,1975.0,269.1000061035156,9.718851089477539,,0.17874261736869812,40.79999923706055
Missouri,1975.0,135.60000610351562,9.730810165405273,,0.1759258508682251,43.5
Oklahoma,1975.0,132.89999389648438,9.682616233825684,,0.18078742921352386,43.599998474121094
Montana,1975.0,123.69999694824219,9.72464656829834,,0.1825595200061798,43.70000076293945
Ohio,1975.0,122.5,9.78322982788086,,0.1798214465379715,46.0
Maine,1975.0,140.6999969482422,9.600890159606934,,0.17561814188957214,46.70000076293945
California,1975.0,127.0999984741211,9.937167167663574,,0.18384847044944763,45.0
Pennsylvania,1975.0,114.5999984741211,9.804515838623047,,0.17191894352436066,49.79999923706055
Mississippi,1975.0,116.80000305175781,9.413602828979492,,0.18934383988380432,43.0
Arkansas,1975.0,114.80000305175781,9.514094352722168,,0.17374223470687866,48.599998474121094
New Mexico,1975.0,103.0999984741211,9.59688949584961,,0.1910472810268402,46.29999923706055
Wyoming,1975.0,160.6999969482422,9.848104476928711,,0.18734940886497498,38.599998474121094
Texas,1975.0,116.0,9.734613418579102,,0.18897739052772522,50.599998474121094
Delaware,1975.0,147.60000610351562,9.887531280517578,,0.18600542843341827,45.900001525878906
Tennessee,1975.0,117.4000015258789,9.584546089172363,,0.1819210648536682,45.29999923706055
Wisconsin,1975.0,113.5,9.766183853149414,,0.18457230925559998,46.599998474121094
Iowa,1975.0,120.5,9.800288200378418,,0.17879676818847656,45.400001525878906
Illinois,1975.0,131.8000030517578,9.934189796447754,,0.17712122201919556,45.20000076293945
Nebraska,1975.0,114.0999984741211,9.797554016113281,,0.18113620579242706,44.599998474121094
North Dakota,1975.0,117.9000015258789,9.806703567504883,,0.19407068192958832,42.599998474121094
South Dakota,1975.0,113.5,9.694461822509766,,0.18774744868278503,42.79999923706055
Indiana,1975.0,162.39999389648438,9.743660926818848,,0.1837952733039856,36.70000076293945
Idaho,1975.0,123.30000305175781,9.692200660705566,,0.16797980666160583,40.29999923706055
Rhode Island,1975.0,154.6999969482422,9.757125854492188,,0.18661591410636902,44.29999923706055
Nevada,1975.0,205.1999969482422,9.915458679199219,,0.17265209555625916,44.5
Kansas,1975.0,123.4000015258789,9.800612449645996,,0.1856515109539032,42.70000076293945
Georgia,1975.0,122.9000015258789,9.629609107971191,,0.18954922258853912,44.5
North Carolina,1975.0,226.0,9.590678215026855,,0.19419002532958984,32.900001525878906
Virginia,1975.0,152.6999969482422,9.7617769241333,,0.19168107211589813,33.599998474121094
Louisiana,1975.0,133.60000610351562,9.58520793914795,,0.193163201212883,44.29999923706055
Minnesota,1975.0,111.5,9.801631927490234,,0.18476146459579468,49.400001525878906
Idaho,1976.0,125.0999984741211,9.731101036071777,,0.16595163941383362,42.5
West Virginia,1976.0,129.6999969482422,9.626164436340332,,0.175805926322937,48.400001525878906
Iowa,1976.0,124.4000015258789,9.803332328796387,,0.18078622221946716,47.79999923706055
Ohio,1976.0,124.5999984741211,9.831857681274414,,0.18114183843135834,48.5
Missouri,1976.0,139.5,9.769454002380371,,0.1775924116373062,44.70000076293945
Wisconsin,1976.0,115.4000015258789,9.807608604431152,,0.18662938475608826,51.29999923706055
California,1976.0,128.0,9.976858139038086,,0.18498650193214417,48.29999923706055
Oklahoma,1976.0,138.60000610351562,9.712260246276855,,0.18185308575630188,46.400001525878906
Nevada,1976.0,201.39999389648438,9.955230712890625,,0.17487168312072754,44.900001525878906
Texas,1976.0,121.4000015258789,9.780997276306152,,0.1901445835828781,53.29999923706055
Georgia,1976.0,125.9000015258789,9.671429634094238,,0.1899699717760086,47.900001525878906
Wyoming,1976.0,161.5,9.871498107910156,,0.18987952172756195,42.599998474121094
Delaware,1976.0,153.0,9.920684814453125,,0.18853497505187988,50.099998474121094
Colorado,1976.0,134.1999969482422,9.85891342163086,,0.19513441622257233,44.79999923706055
Nebraska,1976.0,118.0999984741211,9.78797435760498,,0.1826159656047821,46.79999923706055
Connecticut,1976.0,113.4000015258789,9.993227005004883,,0.17327961325645447,57.599998474121094
Maine,1976.0,144.89999389648438,9.671687126159668,,0.1769389659166336,49.900001525878906
South Carolina,1976.0,136.8000030517578,9.574728012084961,,0.20139192044734955,41.0
Minnesota,1976.0,116.69999694824219,9.824930191040039,,0.18676894903182983,52.099998474121094
South Dakota,1976.0,116.69999694824219,9.62366771697998,,0.18956118822097778,45.0
Utah,1976.0,77.9000015258789,9.645159721374512,,0.20198087394237518,43.400001525878906
Arkansas,1976.0,119.0999984741211,9.55815315246582,,0.17468932271003723,50.900001525878906
North Carolina,1976.0,230.1999969482422,9.63713550567627,,0.19431836903095245,35.79999923706055
Alabama,1976.0,116.19999694824219,9.591907501220703,,0.18525812029838562,50.400001525878906
New Hampshire,1976.0,290.5,9.777043342590332,,0.18034480512142181,43.900001525878906
Montana,1976.0,124.9000015258789,9.730798721313477,,0.18391293287277222,45.29999923706055
Kansas,1976.0,127.69999694824219,9.830625534057617,,0.18667687475681305,46.599998474121094
Illinois,1976.0,134.39999389648438,9.965497970581055,,0.17915213108062744,48.400001525878906
Kentucky,1976.0,230.89999389648438,9.624856948852539,,0.18724681437015533,36.0
North Dakota,1976.0,125.4000015258789,9.725509643554688,,0.1959916204214096,45.900001525878906
Vermont,1976.0,171.10000610351562,9.680713653564453,,0.1893269419670105,47.099998474121094
Louisiana,1976.0,139.60000610351562,9.644329071044922,,0.194758802652359,48.099998474121094
Indiana,1976.0,166.60000610351562,9.798754692077637,,0.1852511614561081,38.70000076293945
New Mexico,1976.0,102.4000015258789,9.632617950439453,,0.19228525459766388,49.5
Rhode Island,1976.0,150.1999969482422,9.795516967773438,,0.18730750679969788,52.20000076293945
Tennessee,1976.0,121.69999694824219,9.63202953338623,,0.18269650638103485,48.29999923706055
Pennsylvania,1976.0,118.80000305175781,9.843310356140137,,0.17362754046916962,52.29999923706055
Virginia,1976.0,158.10000610351562,9.799572944641113,,0.19213296473026276,37.900001525878906
Mississippi,1976.0,120.9000015258789,9.477991104125977,,0.19058652222156525,46.400001525878906
Arkansas,1977.0,122.5999984741211,9.590923309326172,,0.1756364107131958,52.599998474121094
Missouri,1977.0,140.8000030517578,9.8080415725708,,0.17925898730754852,45.900001525878906
Oklahoma,1977.0,140.39999389648438,9.74036693572998,,0.1829187422990799,47.900001525878906
Colorado,1977.0,132.0,9.888446807861328,,0.1958317756652832,44.70000076293945
Indiana,1977.0,173.0,9.833314895629883,,0.1867070496082306,40.599998474121094
Illinois,1977.0,134.0,9.996949195861816,,0.18118304014205933,49.400001525878906
Vermont,1977.0,169.39999389648438,9.687761306762695,,0.19091889262199402,47.0
West Virginia,1977.0,133.89999389648438,9.658364295959473,,0.17634162306785583,48.900001525878906
Alabama,1977.0,117.0999984741211,9.6174955368042,,0.18632417917251587,50.099998474121094
Delaware,1977.0,153.3000030517578,9.933778762817383,,0.19106453657150269,51.70000076293945
North Carolina,1977.0,217.0,9.656974792480469,,0.19444669783115387,36.599998474121094
New Mexico,1977.0,102.4000015258789,9.669967651367188,,0.19352322816848755,51.599998474121094
Ohio,1977.0,127.30000305175781,9.87240219116211,,0.18246223032474518,49.79999923706055
Nebraska,1977.0,117.69999694824219,9.801126480102539,,0.18409574031829834,48.099998474121094
Kansas,1977.0,127.9000015258789,9.848076820373535,,0.1877022385597229,48.099998474121094
California,1977.0,126.4000015258789,10.002699851989746,,0.1861245334148407,49.0
Montana,1977.0,127.0,9.732776641845703,,0.18526634573936462,47.599998474121094
Wyoming,1977.0,160.39999389648438,9.923920631408691,,0.19240963459014893,43.400001525878906
Mississippi,1977.0,122.0999984741211,9.516371726989746,,0.19182921946048737,48.79999923706055
Nevada,1977.0,190.8000030517578,10.000600814819336,,0.17709125578403473,49.29999923706055
Connecticut,1977.0,117.30000305175781,10.028068542480469,,0.1750047504901886,58.400001525878906
Minnesota,1977.0,117.19999694824219,9.875978469848633,,0.1887764185667038,53.099998474121094
Maine,1977.0,145.60000610351562,9.678421020507812,,0.17825977504253387,50.900001525878906
Rhode Island,1977.0,148.8000030517578,9.819707870483398,,0.18799911439418793,52.29999923706055
South Carolina,1977.0,137.1999969482422,9.589701652526855,,0.201572448015213,42.20000076293945
Texas,1977.0,124.19999694824219,9.812738418579102,,0.1913117915391922,53.29999923706055
Virginia,1977.0,157.6999969482422,9.828063011169434,,0.19258485734462738,38.400001525878906
Utah,1977.0,78.0,9.673471450805664,,0.20196478068828583,44.70000076293945
Louisiana,1977.0,140.0,9.679078102111816,,0.19635440409183502,48.900001525878906
Iowa,1977.0,125.5,9.839320182800293,,0.18277566134929657,49.400001525878906
Tennessee,1977.0,124.5999984741211,9.655990600585938,,0.1834719479084015,49.599998474121094
New Hampshire,1977.0,278.79998779296875,9.8067626953125,,0.18194697797298431,45.0
Idaho,1977.0,125.0,9.726507186889648,,0.1639234721660614,45.599998474121094
Georgia,1977.0,127.9000015258789,9.693337440490723,,0.1903907060623169,49.5
Kentucky,1977.0,229.39999389648438,9.6726655960083,,0.188236266374588,36.900001525878906
Pennsylvania,1977.0,120.0999984741211,9.873370170593262,,0.17533612251281738,53.29999923706055
South Dakota,1977.0,115.5999984741211,9.678478240966797,,0.19137494266033173,46.400001525878906
Wisconsin,1977.0,117.19999694824219,9.85229778289795,,0.18868644535541534,52.099998474121094
North Dakota,1977.0,122.19999694824219,9.693218231201172,,0.1979125440120697,47.400001525878906
Tennessee,1978.0,127.30000305175781,9.700672149658203,,0.18424740433692932,54.79999923706055
Nevada,1978.0,187.0,10.069867134094238,,0.1793108433485031,54.29999923706055
Arkansas,1978.0,127.30000305175781,9.657238006591797,,0.17658349871635437,56.5
California,1978.0,126.0999984741211,10.045564651489258,,0.18726254999637604,58.70000076293945
Missouri,1978.0,141.8000030517578,9.84476375579834,,0.18092556297779083,49.900001525878906
Nebraska,1978.0,117.4000015258789,9.879457473754883,,0.18557550013065338,53.599998474121094
Connecticut,1978.0,117.5,10.063202857971191,,0.17672988772392273,61.70000076293945
New Mexico,1978.0,103.0999984741211,9.717296600341797,,0.19476120173931122,56.0
Ohio,1978.0,131.3000030517578,9.8993501663208,,0.18378262221813202,53.900001525878906
Pennsylvania,1978.0,122.30000305175781,9.902812957763672,,0.17704471945762634,57.400001525878906
Utah,1978.0,79.5999984741211,9.708169937133789,,0.20194868743419647,49.5
Georgia,1978.0,130.60000610351562,9.736651420593262,,0.19081145524978638,54.70000076293945
Alabama,1978.0,123.0,9.654071807861328,,0.18739022314548492,55.099998474121094
Vermont,1978.0,162.39999389648438,9.746977806091309,,0.19251082837581635,52.5
North Carolina,1978.0,205.5,9.697710037231445,,0.19457502663135529,41.79999923706055
New Hampshire,1978.0,269.6000061035156,9.853168487548828,,0.183549165725708,49.70000076293945
Oklahoma,1978.0,143.60000610351562,9.782526016235352,,0.18398438394069672,53.099998474121094
Colorado,1978.0,129.1999969482422,9.933751106262207,,0.19652913510799408,57.400001525878906
West Virginia,1978.0,131.60000610351562,9.687846183776855,,0.17687731981277466,53.900001525878906
Rhode Island,1978.0,146.8000030517578,9.842970848083496,,0.18869072198867798,56.29999923706055
Virginia,1978.0,155.89999389648438,9.868163108825684,,0.1930367350578308,42.79999923706055
South Carolina,1978.0,140.39999389648438,9.626874923706055,,0.20175297558307648,49.20000076293945
Montana,1978.0,127.19999694824219,9.814650535583496,,0.18661974370479584,51.900001525878906
North Dakota,1978.0,121.9000015258789,9.859667778015137,,0.199833482503891,53.20000076293945
Maine,1978.0,143.89999389648438,9.698807716369629,,0.17958058416843414,55.0
Kansas,1978.0,127.0999984741211,9.875604629516602,,0.18872761726379395,52.599998474121094
