fips,state,abb,year_qtr,lngdpcapita,treated,revstatecapita,revlocalcapita,avgwklywagecapita,estabscapita,emplvlcapita
1.0,Alabama,AL,1995.75,10.039683839244931,0.0,,,489.0,0.023744909371868513,0.41167274123902614
1.0,Alabama,AL,1996.0,10.048562387108383,0.0,,,475.0,0.023735298776154427,0.40553574278940246
1.0,Alabama,AL,1996.25,10.05655240959043,0.0,,,474.0,0.023761204628171453,0.41096847089828814
1.0,Alabama,AL,1996.5,10.064445666676384,0.0,,,480.0,0.024098759437395197,0.4096896395926737
1.0,Alabama,AL,1996.75,10.07224414713418,0.0,,,511.0,0.02433233512516012,0.41435066635763146
1.0,Alabama,AL,1997.0,10.079949780724942,0.0,,,497.0,0.02441794577987081,0.40925341914047103
1.0,Alabama,AL,1997.25,10.090234897492849,0.0,,,487.0,0.024508773050082058,0.4154285541743729
1.0,Alabama,AL,1997.5,10.100372856234085,0.0,,,507.0,0.024651655443130208,0.41466449384958715
1.0,Alabama,AL,1997.75,10.110367302799904,0.0,,,536.0,0.024504781527602205,0.4176450989356296
1.0,Alabama,AL,1998.0,10.120221751859669,0.0,,,507.0,0.024757866652015653,0.4135589074793802
1.0,Alabama,AL,1998.25,10.131495405043166,0.0,,,503.0,0.02517580237498416,0.42202469352989375
1.0,Alabama,AL,1998.5,10.142611455598807,0.0,,,511.0,0.025050815849338336,0.42003739285886493
1.0,Alabama,AL,1998.75,10.153573858107542,0.0,,,561.0,0.02502293852249919,0.42303608609919885
1.0,Alabama,AL,1999.0,10.164386421629152,0.0,,,520.0,0.025326056213560696,0.41398832828721854
1.0,Alabama,AL,1999.25,10.165857245038554,0.0,,,523.0,0.0249499002288053,0.4223923789581487
1.0,Alabama,AL,1999.5,10.16732226804709,0.0,,,538.0,0.024903645604062184,0.4220279385154214
1.0,Alabama,AL,1999.75,10.16878152646222,0.0,,,581.0,0.024945886411501653,0.424634267104298
1.0,Alabama,AL,2000.0,10.170235055785607,0.0,,,555.0,0.025074497329730897,0.4174136240138617
1.0,Alabama,AL,2000.25,10.177986951848528,0.0,,,545.0,0.02529691032162931,0.42300639287974395
1.0,Alabama,AL,2000.5,10.18566593576744,0.0,,,546.0,0.0256294783059768,0.42150620523515814
1.0,Alabama,AL,2000.75,10.193273254663389,0.0,,,586.0,0.025770824261449474,0.42165393685922165
1.0,Alabama,AL,2001.0,10.200810124190909,0.0,,,574.0,0.024492606153503176,0.4139628865450184
1.0,Alabama,AL,2001.25,10.211018805460428,0.0,,,565.0,0.025120629988574058,0.4177039512014517
1.0,Alabama,AL,2001.5,10.221110325967071,0.0,,,568.0,0.02542099258101754,0.4139879311567125
1.0,Alabama,AL,2001.75,10.231087196261829,0.0,,,608.0,0.02545535626983866,0.4129661724918701
1.0,Alabama,AL,2002.0,10.240951847339838,0.0,,,589.0,0.0249153532440985,0.40530615946840937
1.0,Alabama,AL,2002.25,10.252658385001626,0.0,,,586.0,0.025305512925441816,0.4094862031316591
1.0,Alabama,AL,2002.5,10.264199494764505,0.0,,,589.0,0.02495419420765441,0.4076325919065673
1.0,Alabama,AL,2002.75,10.27557941122302,0.0,,,632.0,0.024906170246376962,0.40882384144901457
1.0,Alabama,AL,2003.0,10.286802209729974,0.0,,,612.0,0.024494775275447425,0.40216830306385276
1.0,Alabama,AL,2003.25,10.3025857401159,0.0,,,603.0,0.024589492429606407,0.40509614233759667
1.0,Alabama,AL,2003.5,10.318077530031612,0.0,,,607.0,0.02470030616920996,0.4029464266607041
1.0,Alabama,AL,2003.75,10.333287402885912,0.0,,,657.0,0.024778513410771346,0.4058144712787219
1.0,Alabama,AL,2004.0,10.34822469721468,0.0,2367.2164015989483,1759.2764872937666,626.0,0.02495492447241934,0.40228441530417436
1.0,Alabama,AL,2004.25,10.367011443122674,0.0,2362.1232737025766,1755.4913579964136,620.0,0.025086014793971937,0.408473842883901
1.0,Alabama,AL,2004.5,10.385373289020349,0.0,2357.0520147499037,1751.722481340106,629.0,0.025162479476479073,0.4077108735230995
1.0,Alabama,AL,2004.75,10.40332748228882,0.0,2352.0024841909144,1747.9697528703723,695.0,0.025499579389285522,0.411085570377076
1.0,Alabama,AL,2005.0,10.420890249695692,0.0,2539.8085913950376,1855.0397664670593,641.0,0.025392330744966142,0.4072931631291343
1.0,Alabama,AL,2005.25,10.434523954085714,0.0,2531.612906603173,1849.0537558464764,644.0,0.02544846343158911,0.4138039844560742
1.0,Alabama,AL,2005.5,10.440856318960202,0.0,2523.4699448383735,1843.106253368651,669.0,0.025513801495110334,0.4127674383699472
1.0,Alabama,AL,2005.75,10.455622981766288,0.0,2515.3791989791484,1837.1968886393204,706.0,0.025616213647171215,0.4164561745474699
1.0,Alabama,AL,2006.0,10.462607366311678,0.0,2747.550486813405,1981.4265817898151,692.0,0.024950631683301357,0.4120899034438321
1.0,Alabama,AL,2006.25,10.472760483293248,0.0,2741.057694478432,1976.7442324083208,673.0,0.02502098219575089,0.4169949616329027
1.0,Alabama,AL,2006.5,10.479482181602592,0.0,2734.5955162972928,1972.083960764242,682.0,0.0253505200755852,0.414920476323937
1.0,Alabama,AL,2006.75,10.483302776567914,0.0,2728.163736256134,1967.4456110767871,738.0,0.02579948916479479,0.41635069492689664
1.0,Alabama,AL,2007.0,10.482909636377334,0.0,2946.960734799394,2117.3093878669074,717.0,0.025486427953878156,0.4142321015342561
1.0,Alabama,AL,2007.25,10.495005987359782,0.0,2939.8254529633405,2112.1828861669856,697.0,0.025455461108840467,0.41778512069468987
1.0,Alabama,AL,2007.5,10.505472451346856,0.0,2932.724640045422,2107.081149426805,707.0,0.02557521281441918,0.4153636701740502
1.0,Alabama,AL,2007.75,10.507134346393348,0.0,2925.6580468802536,2102.003998627961,763.0,0.025897070119609348,0.4175590069921636
1.0,Alabama,AL,2008.0,10.503478031092657,0.0,3022.6291518428825,2128.1512507084262,739.0,0.0256080383094761,0.41085933933363655
1.0,Alabama,AL,2008.25,10.513669627455316,0.0,3016.2791322336334,2123.680374032997,720.0,0.025663585609475525,0.41350821820875683
1.0,Alabama,AL,2008.5,10.512719321237752,0.0,3009.95573727035,2119.228243049072,731.0,0.02555744192996645,0.40843568157399607
1.0,Alabama,AL,2008.75,10.487633439918424,0.0,3003.6587998538334,2114.7947401066344,791.0,0.025837799244103576,0.4037728828564137
1.0,Alabama,AL,2009.0,10.476110307757205,0.0,2811.332556246004,2234.7958296219917,737.0,0.02473865779671782,0.3875721653651925
1.0,Alabama,AL,2009.25,10.470184286258291,0.0,2807.268218475531,2231.5649898270167,733.0,0.024620413775821637,0.38656223893986486
1.0,Alabama,AL,2009.5,10.4700605499974,0.0,2803.215615350037,2228.3434781834208,744.0,0.024488050941852142,0.38056701486432726
1.0,Alabama,AL,2009.75,10.470067789577865,0.0,2799.1746961219947,2225.1312543507743,819.0,0.024915438160960625,0.38003620374306707
1.0,Alabama,AL,2010.0,10.4794285093436,0.0,2895.063454290593,2246.803254503403,735.0,0.024246409773540527,0.37405927471337674
1.0,Alabama,AL,2010.25,10.497947974121164,0.0,2892.8832848186353,2245.1112667655507,750.0,0.024270120984147645,0.381288879316222
1.0,Alabama,AL,2010.5,10.517357913852925,0.0,2890.706396492169,2243.4218254618213,774.0,0.02431257504895461,0.3782934689282983
1.0,Alabama,AL,2010.75,10.521315168907478,0.0,2888.5327819095987,2241.7349248479795,839.0,0.024711697728556622,0.3801846481405555
1.0,Alabama,AL,2011.0,10.514729739826876,0.0,2998.3258047324975,2287.004486326641,765.0,0.024094161608594147,0.37401673667480706
1.0,Alabama,AL,2011.25,10.529493183830592,0.0,2995.822689700731,2285.0952090565042,768.0,0.024131708038535545,0.3791859100317584
1.0,Alabama,AL,2011.5,10.541031811091331,0.0,2993.3237505717107,2283.189117000028,803.0,0.02414610501505947,0.37713789630026506
1.0,Alabama,AL,2011.75,10.55249050032936,0.0,2990.828976904267,2281.2862021931023,832.0,0.024558029962700147,0.37903542697888526
1.0,Alabama,AL,2012.0,10.55826001453289,0.0,2906.703336406448,2221.4810754242144,808.0,0.02387582122775106,0.37502823943720465
1.0,Alabama,AL,2012.25,10.566456878575227,0.0,2904.6648973025817,2219.9231751610787,783.0,0.023946848735866774,0.38117586542845416
1.0,Alabama,AL,2012.5,10.55587521865988,0.0,2902.629315264966,2218.367458443312,784.0,0.024098643929011423,0.3786255866632924
1.0,Alabama,AL,2012.75,10.55882343032214,0.0,2900.596584291133,2216.813920683459,855.0,0.024516279892088832,0.38205838113807267
1.0,Alabama,AL,2013.0,10.57706792123845,0.0,2985.9357500053316,2281.9473901843244,812.0,0.02376053400377142,0.3777235598291244
1.0,Alabama,AL,2013.25,10.57424870234683,0.0,2983.8142639756948,2280.3260828575894,793.0,0.023877112203194648,0.38370897550343736
1.0,Alabama,AL,2013.5,10.584523362921496,0.0,2981.695790407077,2278.707077749702,795.0,0.02398814890537723,0.38096112427014894
1.0,Alabama,AL,2013.75,10.58670284299279,0.0,2979.580322887594,2277.0903699604955,851.0,0.024395529115190717,0.3841584887385469
1.0,Alabama,AL,2014.0,10.576490022351429,0.0,3058.575978678621,2239.928279031238,826.0,0.02400719852560717,0.37925683234315066
1.0,Alabama,AL,2014.25,10.592342669661008,0.0,3056.8937515312623,2238.696310891362,806.0,0.02417868748999472,0.38570750602174003
1.0,Alabama,AL,2014.5,10.610069887580304,0.0,3055.21337382796,2237.4656971798445,815.0,0.02418107124725781,0.38456331241949687
1.0,Alabama,AL,2014.75,10.609413496964647,0.0,3053.534842520466,2236.2364356643207,882.0,0.02455573066079033,0.38830678608911245
1.0,Alabama,AL,2015.0,10.614440296942352,0.0,3252.241353557725,2338.993896628982,844.0,0.024173057608611676,0.3837974127200776
1.0,Alabama,AL,2015.25,10.626624639475503,0.0,3250.6633616346007,2337.859013612665,819.0,0.024375074807238637,0.39014994051886087
1.0,Alabama,AL,2015.5,10.63498309670303,0.0,3249.0869002565046,2336.7252313558206,829.0,0.02456989814426518,0.38941846095530164
1.0,Alabama,AL,2015.75,10.634483392274108,0.0,3247.511967197728,2335.5925482577327,913.0,0.02508237212166876,0.39329283193892817
1.0,Alabama,AL,2016.0,10.638628084983392,0.0,,,841.0,0.024804556576809984,0.38900917758175174
2.0,Alaska,AK,1990.0,10.720102827833347,0.0,,,550.0,0.027473838312638943,0.39659551651635366
2.0,Alaska,AK,1990.25,10.684582453783598,0.0,,,574.0,0.027143627780919194,0.4262564181669606
2.0,Alaska,AK,1990.5,10.64831803298046,0.0,,,576.0,0.02706583010156807,0.43936104655492486
2.0,Alaska,AK,1990.75,10.611261309382678,0.0,,,596.0,0.026854910774430852,0.40932521566692537
2.0,Alaska,AK,1991.0,10.573359713860135,0.0,,,577.0,0.02683126590470244,0.3915633244649911
2.0,Alaska,AK,1991.25,10.570521667653324,0.0,,,592.0,0.02709328647879912,0.4174246097932065
2.0,Alaska,AK,1991.5,10.567721146148502,0.0,,,592.0,0.027011145635323648,0.4331159774815081
2.0,Alaska,AK,1991.75,10.564957399237263,0.0,,,613.0,0.026639262695059625,0.39975443713072656
2.0,Alaska,AK,1992.0,10.562229696944572,0.0,,,599.0,0.026490651157734538,0.3879911086349966
2.0,Alaska,AK,1992.25,10.563515487786471,0.0,,,602.0,0.026889974805972168,0.41475231508879906
2.0,Alaska,AK,1992.5,10.564788074899136,0.0,,,606.0,0.027257088223214227,0.42942468292923786
2.0,Alaska,AK,1992.75,10.566047661641178,0.0,,,643.0,0.027171818392045015,0.39584108354363634
2.0,Alaska,AK,1993.0,10.567294447196169,0.0,,,597.0,0.027117337746399926,0.38684009751453596
2.0,Alaska,AK,1993.25,10.56911986899344,0.0,,,620.0,0.027728135029755113,0.41450908087539273
2.0,Alaska,AK,1993.5,10.570936098064282,0.0,,,628.0,0.028285414969153766,0.43090388058377815
2.0,Alaska,AK,1993.75,10.572743206648497,0.0,,,641.0,0.02844909594099004,0.4081322975932158
2.0,Alaska,AK,1994.0,10.5745412662026,0.0,,,608.0,0.02817963627202026,0.3967630685045339
2.0,Alaska,AK,1994.25,10.593425395058825,0.0,,,624.0,0.028710171243770545,0.42097426925387904
2.0,Alaska,AK,1994.5,10.611942726541738,0.0,,,639.0,0.02905805981518895,0.4411259784276709
2.0,Alaska,AK,1994.75,10.63010692944383,0.0,,,640.0,0.02895374551425507,0.41226258105238994
2.0,Alaska,AK,1995.0,10.647930922855434,0.0,,,628.0,0.028923979007696738,0.39898115854748084
2.0,Alaska,AK,1995.25,10.658786338909149,0.0,,,625.0,0.029272381550124803,0.42814622426936383
2.0,Alaska,AK,1995.5,10.669488572469788,0.0,,,625.0,0.029505820783672622,0.4454733146410922
2.0,Alaska,AK,1995.75,10.680041443371485,0.0,,,638.0,0.02953435613646904,0.4121323551096332
2.0,Alaska,AK,1996.0,10.690448632280878,0.0,,,624.0,0.029386971732046817,0.3987863331848977
2.0,Alaska,AK,1996.25,10.67649841833415,0.0,,,630.0,0.029744020830984038,0.42787333285493145
2.0,Alaska,AK,1996.5,10.662402148447308,0.0,,,643.0,0.030098146842870908,0.4433512861255942
2.0,Alaska,AK,1996.75,10.648156093878386,0.0,,,636.0,0.029898593365483502,0.41433320544632496
2.0,Alaska,AK,1997.0,10.633756385395008,0.0,,,622.0,0.02971770141345062,0.4018578457603007
2.0,Alaska,AK,1997.25,10.616910643104555,0.0,,,633.0,0.02974252857856319,0.4322234856926882
2.0,Alaska,AK,1997.5,10.59987386460253,0.0,,,636.0,0.03023116230026766,0.4462092086408738
2.0,Alaska,AK,1997.75,10.58264026627181,0.0,,,659.0,0.030034406841898377,0.41917196033804005
2.0,Alaska,AK,1998.0,10.565203813107876,0.0,,,641.0,0.02991134511527071,0.4104977105015819
2.0,Alaska,AK,1998.25,10.570032023380229,0.0,,,646.0,0.030028475695038387,0.4361448805798443
2.0,Alaska,AK,1998.5,10.57481836763388,0.0,,,643.0,0.03029618923589492,0.4483091523520989
2.0,Alaska,AK,1998.75,10.5795634421765,0.0,,,677.0,0.03025976749099636,0.42321658169187043
2.0,Alaska,AK,1999.0,10.584267831217916,0.0,,,632.0,0.030017014016156113,0.4096211086906997
2.0,Alaska,AK,1999.25,10.611096258074992,0.0,,,651.0,0.03014186948007833,0.43601539916610055
2.0,Alaska,AK,1999.5,10.637158137931422,0.0,,,652.0,0.03030472355840229,0.44929602424122445
2.0,Alaska,AK,1999.75,10.662494347683111,0.0,,,682.0,0.030247127160708393,0.4236569632437081
2.0,Alaska,AK,2000.0,10.687142585184256,0.0,,,674.0,0.03031388792014816,0.4138831958783134
2.0,Alaska,AK,2000.25,10.679833611863124,0.0,,,670.0,0.029953888679033192,0.44480616417017826
2.0,Alaska,AK,2000.5,10.672504508367828,0.0,,,676.0,0.03011230291112543,0.45859545139788815
2.0,Alaska,AK,2000.75,10.665154993755396,0.0,,,688.0,0.03002168751396245,0.43082328860736635
2.0,Alaska,AK,2001.0,10.657784783310666,0.0,,,683.0,0.030071925190227767,0.42253655960470077
2.0,Alaska,AK,2001.25,10.679681311657085,0.0,,,693.0,0.03024518779199671,0.4535420448396337
2.0,Alaska,AK,2001.5,10.700965371038755,0.0,,,692.0,0.03045803028248871,0.4661955778674468
2.0,Alaska,AK,2001.75,10.721666930294171,0.0,,,713.0,0.03034140721865878,0.43507574352315587
2.0,Alaska,AK,2002.0,10.741813839686404,0.0,,,703.0,0.029282136946805183,0.4240842423836709
2.0,Alaska,AK,2002.25,10.753672580749829,0.0,,,707.0,0.029633943912169836,0.45137093877709505
2.0,Alaska,AK,2002.5,10.765337481271231,0.0,,,708.0,0.02972223147609415,0.4676269861499236
2.0,Alaska,AK,2002.75,10.776814030019112,0.0,,,738.0,0.0296740698544856,0.4391868486591778
2.0,Alaska,AK,2003.0,10.788107490276287,0.0,,,707.0,0.02942872917611279,0.42901808618156506
2.0,Alaska,AK,2003.25,10.8197137792798,0.0,,,723.0,0.029815767002696843,0.45474599108424507
2.0,Alaska,AK,2003.5,10.850100753939303,0.0,,,730.0,0.030225586908312303,0.4680614819912824
2.0,Alaska,AK,2003.75,10.87935089617755,0.0,,,747.0,0.03031064566046472,0.43691590208478026
2.0,Alaska,AK,2004.0,10.907538676268151,0.0,6729.345079373747,2526.0327081115024,733.0,0.030014288184490496,0.4259709241007191
2.0,Alaska,AK,2004.25,10.915203812389214,0.0,6709.855248252801,2518.7166988555673,735.0,0.030338732095081526,0.4525189768315535
2.0,Alaska,AK,2004.5,10.922766871345903,0.0,6690.477985752115,2511.4429451257392,755.0,0.03063566555474457,0.47151780382316216
2.0,Alaska,AK,2004.75,10.930230090758831,0.0,6671.212319425711,2504.2110818894157,781.0,0.030281295157669343,0.43976045226964355
2.0,Alaska,AK,2005.0,10.937595638431477,0.0,8341.544892689963,2561.183364170413,743.0,0.03032179516782468,0.43047063280485476
2.0,Alaska,AK,2005.25,10.97084836533536,0.0,8315.499189130613,2553.1863056491816,756.0,0.030532034945854852,0.45727104461400875
2.0,Alaska,AK,2005.5,11.012563577032566,0.0,8289.615629898499,2545.2390318331636,797.0,0.030901889963702685,0.47622396655958266
2.0,Alaska,AK,2005.75,11.067853064279651,0.0,8263.89270557758,2537.341079272088,795.0,0.030632207042941832,0.4406995507612994
2.0,Alaska,AK,2006.0,11.058569491933737,0.0,10016.602942091095,2743.6539503807185,790.0,0.030248688734817904,0.43210938710878
2.0,Alaska,AK,2006.25,11.097423480441178,0.0,9998.10361812811,2738.5867890323207,788.0,0.030723455642327303,0.46438593366506464
2.0,Alaska,AK,2006.5,11.111044949032324,0.0,9979.6724997455,2733.5383099169226,797.0,0.031025330443596278,0.47795739457451375
2.0,Alaska,AK,2006.75,11.119972131498148,0.0,9961.309210434276,2728.5084099047126,836.0,0.030848957478125705,0.44268234345850077
2.0,Alaska,AK,2007.0,11.135821083021709,0.0,12190.366014993384,3145.4255475525506,831.0,0.03056298691753638,0.43539859865745506
2.0,Alaska,AK,2007.25,11.181436110835698,0.0,12158.3972760143,3137.176797007721,834.0,0.03085522228595619,0.46328575277044226
2.0,Alaska,AK,2007.5,11.197071157747088,0.0,12126.595771903594,3128.971197327007,841.0,0.03082715837266177,0.47837222309551053
2.0,Alaska,AK,2007.75,11.22277132972266,0.0,12094.960193826077,3120.8084107975274,877.0,0.030621311753349388,0.4431986164308559
2.0,Alaska,AK,2008.0,11.252447543824225,0.0,20352.968557941975,3236.550756049487,865.0,0.030572182906517517,0.43560717913657376
2.0,Alaska,AK,2008.25,11.313770640806975,0.0,20268.645473443285,3223.141609265336,860.0,0.030972816757567197,0.4646376412700482
2.0,Alaska,AK,2008.5,11.339246798241252,0.0,20185.0182132939,3209.84311321095,873.0,0.03136870198723266,0.48026736875007514
2.0,Alaska,AK,2008.75,11.25968707518111,0.0,20102.078200090513,3196.653903898511,927.0,0.0304955928940355,0.44254240088501295
2.0,Alaska,AK,2009.0,11.20570657812274,0.0,13078.13476988675,3542.5922348850686,886.0,0.030243455740848052,0.4309054531319678
2.0,Alaska,AK,2009.25,11.17351300339816,0.0,13007.707644600167,3523.515004717659,892.0,0.03009339968890489,0.45279708088615145
2.0,Alaska,AK,2009.5,11.154724456783311,0.0,12938.034971399777,3504.6421397865142,887.0,0.030076592829348457,0.466094237537328
2.0,Alaska,AK,2009.75,11.182252665503798,0.0,12869.104691748082,3485.9703736869005,959.0,0.029910721199807953,0.43168456419621154
2.0,Alaska,AK,2010.0,11.20358618582239,0.0,11317.693489498355,3610.201797961153,879.0,0.02930545032358539,0.4218402282253852
2.0,Alaska,AK,2010.25,11.224142304812528,0.0,11283.394407858683,3599.260822547844,917.0,0.029722082402787484,0.4471502316968991
2.0,Alaska,AK,2010.5,11.240222179306883,0.0,11249.30258974459,3588.3859615909305,926.0,0.029928783415834694,0.46458195289719906
2.0,Alaska,AK,2010.75,11.257011173494782,0.0,11215.416162127842,3577.5766176179754,987.0,0.029519424600214422,0.4324010496720642
2.0,Alaska,AK,2011.0,11.246012416044495,0.0,13317.870302595913,3790.714986446902,912.0,0.029077932734017514,0.4246323690501393
2.0,Alaska,AK,2011.25,11.306888319739302,0.0,13279.394376709937,3779.763440474499,941.0,0.029810694433138753,0.44891306697277117
2.0,Alaska,AK,2011.5,11.30759113069981,0.0,13241.140127747794,3768.8749912298927,963.0,0.029972444665779797,0.4673272793223103
2.0,Alaska,AK,2011.75,11.343108475872024,0.0,13203.105645443384,3758.0490949869345,981.0,0.029747803482877113,0.43398651568254926
2.0,Alaska,AK,2012.0,11.32767659103103,0.0,15672.569276791199,3520.9051155194506,973.0,0.029732358167063107,0.4267350942680485
2.0,Alaska,AK,2012.25,11.33744902652829,0.0,15641.600111393767,3513.94776915553,955.0,0.029561666893049017,0.45282021214415025
2.0,Alaska,AK,2012.5,11.328110284174157,0.0,15610.753095435322,3507.0178641496273,961.0,0.030284038889131098,0.4696065127668541
2.0,Alaska,AK,2012.75,11.315015243855324,0.0,15580.027507660468,3500.1152384688444,1006.0,0.02961118744573764,0.43667062579361005
2.0,Alaska,AK,2013.0,11.318931704750588,0.0,12927.363922706441,3697.3247982368885,988.0,0.029453953769886236,0.42643410021636297
2.0,Alaska,AK,2013.25,11.296227262802605,0.0,12928.12710571084,3697.5430744039886,969.0,0.02980176715155554,0.4526623196991278
2.0,Alaska,AK,2013.5,11.311923247576557,0.0,12928.890378831475,3697.7613763450204,989.0,0.02994467909532134,0.47057242749649836
2.0,Alaska,AK,2013.75,11.289885742884854,0.0,12929.653742084307,3697.979704064549,1022.0,0.029729276679898227,0.43485938552979747
2.0,Alaska,AK,2014.0,11.285132221692162,0.0,10351.72558893994,4814.625935754474,1024.0,0.029565429853197683,0.4286745259862043
2.0,Alaska,AK,2014.25,11.286630905013569,0.0,10348.199892530896,4812.986121288109,1004.0,0.02968291186990811,0.4561185923356799
2.0,Alaska,AK,2014.5,11.27976935275428,0.0,10344.67659693953,4811.347423450943,1019.0,0.030216750519189317,0.46987390696688086
2.0,Alaska,AK,2014.75,11.254650687628226,0.0,10341.155699714425,4809.709841102815,1064.0,0.03039901933398241,0.4367417082283556
2.0,Alaska,AK,2015.0,11.196974330322623,0.0,6126.337078712609,3911.4718676334433,1049.0,0.02968243575718881,0.43273160555178264
2.0,Alaska,AK,2015.25,11.21015643125107,0.0,6117.660754356737,3905.9323097873075,1028.0,0.030088449456027556,0.4579252285065543
2.0,Alaska,AK,2015.5,11.183168250171407,0.0,6109.008970649559,3900.4084203668144,1042.0,0.03039058450138314,0.47027254382876127
2.0,Alaska,AK,2015.75,11.152824977782112,0.0,6100.381623619698,3894.9001329895377,1095.0,0.030045309579464878,0.4336824491491898
2.0,Alaska,AK,2016.0,11.119146851556629,0.0,,,1021.0,0.029436819815229668,0.4262194689088558
4.0,Arizona,AZ,1990.0,9.861213130458983,0.0,,,402.0,0.02214382520329948,0.40497268846793844
4.0,Arizona,AZ,1990.25,9.863750631199771,0.0,,,408.0,0.022651506815605852,0.4039879880333137
4.0,Arizona,AZ,1990.5,9.866246365238649,0.0,,,403.0,0.022324274058292126,0.3934030923963442
4.0,Arizona,AZ,1990.75,9.868701362948547,0.0,,,435.0,0.022126237348274815,0.4077847638316946
4.0,Arizona,AZ,1991.0,9.871116620847063,0.0,,,417.0,0.023652686391931955,0.3952112878295169
4.0,Arizona,AZ,1991.25,9.894041627128855,0.0,,,427.0,0.023574960206702654,0.3917862690504167
4.0,Arizona,AZ,1991.5,9.916086972312804,0.0,,,414.0,0.023485537197591583,0.3822258415499399
4.0,Arizona,AZ,1991.75,9.937307397089056,0.0,,,447.0,0.02333398301573991,0.396468731523852
4.0,Arizona,AZ,1992.0,9.957752874965784,0.0,,,428.0,0.023779157962479633,0.38930214978522576
4.0,Arizona,AZ,1992.25,9.96805350384997,0.0,,,438.0,0.02403795439856419,0.3865036411752777
4.0,Arizona,AZ,1992.5,9.978058828952223,0.0,,,428.0,0.02398442335594486,0.37762670014542543
4.0,Arizona,AZ,1992.75,9.987781849690512,0.0,,,487.0,0.023685363634445254,0.39020816291233607
4.0,Arizona,AZ,1993.0,9.997234788640048,0.0,,,421.0,0.0232604588925184,0.3877461398192242
4.0,Arizona,AZ,1993.25,10.016779413765663,0.0,,,450.0,0.02320482386880589,0.3877647388168901
4.0,Arizona,AZ,1993.5,10.035538822931947,0.0,,,447.0,0.02309431806326649,0.3794559086832298
4.0,Arizona,AZ,1993.75,10.053562515535283,0.0,,,487.0,0.02329521013609725,0.39820617866458435
4.0,Arizona,AZ,1994.0,10.07089570317364,0.0,,,446.0,0.023305754013637877,0.39235847980258287
4.0,Arizona,AZ,1994.25,10.083383061892413,0.0,,,461.0,0.023255442787372568,0.39357533958310786
4.0,Arizona,AZ,1994.5,10.09545164506131,0.0,,,473.0,0.023250239582704318,0.38809217492234016
4.0,Arizona,AZ,1994.75,10.107123007761109,0.0,,,489.0,0.023364400208726353,0.40520844532271355
4.0,Arizona,AZ,1995.0,10.118417200628016,0.0,,,474.0,0.022878290553477846,0.40235151021278664
4.0,Arizona,AZ,1995.25,10.131399459449094,0.0,,,475.0,0.023025382347792105,0.40111768684694965
4.0,Arizona,AZ,1995.5,10.143997265471295,0.0,,,478.0,0.023019391782570956,0.39463991792246356
4.0,Arizona,AZ,1995.75,10.156228403959892,0.0,,,510.0,0.02306868801673845,0.41041886493241464
